division,district,upazila,post_office,postal_code,source_url,source_district_label_bn,source_upazila,resolution_type
Dhaka,Munshiganj,Munshiganj Sadar,Kalir Atpara,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Katakhali,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Kewar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Khatakhali SO,1503,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Makohati,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Mirkadim SO,1502,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Moheshpur,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Munshigonj HO,1500,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Panchasar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Ramjanbeg,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Rampal,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Ramsing,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Rekabi Bazar SO,1501,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Sokhabaspur,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,TB Hoghla,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Munshiganj Sadar,Vasanchar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,B Khilgaon,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,B Moddhapara,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Brojenhati,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Chandandol,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Chitracoat,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Ichapur SO,1542,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Jainashar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Jazpur,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Khasmohal Balurchar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Kochiamora,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Kola SO,1541,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Kusumpur,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Latobdi,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Malkhanagar SO,1543,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Malpadia,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Paoldia,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Pawshar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Rajanagar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Ramkrishnadi,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Rasunia,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Razdia,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Sayedpur,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Serajdi Khan UPO,1540,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Shekher Nagar SO,1544,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Shialdi,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Shimulia,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Sikarpur Nimtola,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sirajdikhan,Tolbasail,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Serajdi Khan,safe_candidate
Dhaka,Munshiganj,Sreenagar,Atpara,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Baghra,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Barikhal EDSO,1551,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Baroikhali,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Bhagra EDSO,1557,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Damla,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Dogachi,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Dokkhin Paiksha,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Gadighat,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Hashara SO,1553,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Kamargaon,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Katiapara,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Kazir Pagla,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Kolapara,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Kolapara Bazar EDSO,1554,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Koykirton,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Kumarbhog EDSO,1555,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Maijpara,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Majpara EDSO,1552,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Mojidpur,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Purbo Deovogh,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Rarikhal,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Rushdi,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Solaghar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Sreenagar UPO,1550,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Tantar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Uttar Raypura,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Sreenagar,Vagyakul SO,1556,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Sreenagar,exact
Dhaka,Munshiganj,Tongibari,Abdullapur,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Aldi Bazar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Ariol,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,B Paikpara,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Bagia,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Baligaon,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Baligaon EDSO,1522,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Baloi,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Banari,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Bazragugini EDSO,1523,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Betkahat SO,1521,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Dheepur,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Digarpar SO,1525,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Hasail,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Hasail EDSO,1524,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Hatkan,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Jashlong,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Kaichail,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Molchar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Nasongkar,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Outshahi,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Pachgaon,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Porapara,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Pura,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Pura EDSO,1527,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Rahimganj,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Rawothvogh,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Sonarong,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Sornagram,,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Munshiganj,Tongibari,Tongibari UPO,1520,https://bdpost.gov.bd/pages/static-pages/6922dcdc933eb65569e126fa,মুন্সিগঞ্জ পোস্ট কোড,Tongibari,exact
Dhaka,Narayanganj,Araihazar,Arhaihazar UPO,1450,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Araihazar,Chaitonnokanda,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Araihazar,Chardigaldi,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Araihazar,Dhuptara,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Araihazar,Fausha,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Araihazar,Gopadi SO,1451,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Araihazar,Hamshadi,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Araihazar,Kala Paharia,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Araihazar,Pachrukhi,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Araihazar,Sombupura,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Araihazar,Sreenibasdi,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Araihazar,Sultansadi,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Arhaihazar,safe_candidate
Dhaka,Narayanganj,Bandar,Bandar UPO,1410,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Bandar,exact
Dhaka,Narayanganj,Bandar,BIDC SO,1413,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Bandar,exact
Dhaka,Narayanganj,Bandar,DC Mills SO,1411,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Bandar,exact
Dhaka,Narayanganj,Bandar,Madangonj SO,1414,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Bandar,exact
Dhaka,Narayanganj,Bandar,Nabiganj,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Bandar,exact
Dhaka,Narayanganj,Bandar,Nabigonj EDSO,1412,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Bandar,exact
Dhaka,Narayanganj,Bandar,Puran Bandar,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Bandar,exact
Dhaka,Narayanganj,Fotullah,Alirtek,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Fatulla,explicit_manual_alias
Dhaka,Narayanganj,Fotullah,Anayetnagar,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Fatulla,explicit_manual_alias
Dhaka,Narayanganj,Fotullah,Char Baktabali,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Fatulla,explicit_manual_alias
Dhaka,Narayanganj,Fotullah,Dapa Idrikpur,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Fatulla,explicit_manual_alias
Dhaka,Narayanganj,Fotullah,Fatulla Bazar SO,1421,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Fatulla,explicit_manual_alias
Dhaka,Narayanganj,Fotullah,Fatulla UPO,1420,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Fatulla,explicit_manual_alias
Dhaka,Narayanganj,Fotullah,Jalkuri,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Fatulla,explicit_manual_alias
Dhaka,Narayanganj,Fotullah,Kutubpur,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Fatulla,explicit_manual_alias
Dhaka,Narayanganj,Fotullah,Vuighar,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Fatulla,explicit_manual_alias
Dhaka,Narayanganj,Narayanganj Sadar,Barabo,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Narayanganj,Narayanganj Sadar,Barpara,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Narayanganj,Narayanganj Sadar,Hosenpur,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Narayanganj,Narayanganj Sadar,Lakkhankhola,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Narayanganj,Narayanganj Sadar,Madanpur,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Narayanganj,Narayanganj Sadar,Mogolergaon,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Sadar,safe_candidate
Dhaka,Narayanganj,Narayanganj Sadar,Monarbari,,https://bdpost.gov.bd/pages/static-pages/6922de5c933eb65569e1a1c1,নারায়নগঞ্জ পোস্ট কোড,Sadar,safe_candidate
