division,district,upazila,post_office_normalized,row_count,postal_codes,status,source_labels
Dhaka,Dhaka,Savar,amin bazar,2,1348,DUPLICATE_SAME_OR_BLANK_CODE,ঢাকা পোস্ট কোড / Savar
